108,109,108,109,108,109,108,109,108,109,108,109,108,109,154,154,154,154,108,109,108,109,108,109,108,109,108,109,108,109,108,109
124,125,124,125,124,125,124,125,124,125,124,125,124,125,154,154,154,154,124,125,124,125,124,125,124,125,124,125,124,125,124,125
108,109,108,109,108,109,108,109,153,153,108,109,110,111,154,154,154,154,108,109,108,109,108,109,108,109,108,109,108,109,108,109
124,125,124,125,124,125,124,125,153,153,124,125,126,127,154,154,154,154,124,125,124,125,124,125,124,125,124,125,124,125,124,125
108,109,108,109,108,109,110,111,154,154,154,154,154,154,154,154,154,154,108,109,108,109,108,109,108,109,108,109,108,109,108,109
124,125,124,125,124,125,126,127,154,154,154,154,154,154,154,154,154,154,124,125,124,125,124,125,124,125,124,125,124,125,124,125
108,109,108,109,110,111,154,154,154,154,154,154,154,154,154,154,154,154,108,109,108,109,108,109,108,109,108,109,108,109,108,109
124,125,124,125,126,127,154,154,154,154,154,154,154,154,154,154,154,154,124,125,124,125,124,125,124,125,124,125,124,125,124,125
108,109,110,111,154,154,154,154,154,154,154,154,154,154,154,154,154,154,106,107,108,109,108,109,108,109,108,109,108,109,108,109
124,125,126,127,154,154,154,154,154,154,154,154,154,154,154,154,154,154,122,123,124,125,124,125,124,125,124,125,124,125,124,125
154,154,154,154,154,154,154,154,154,32,32,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
103,104,104,105,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,103,104,103,104
119,120,120,121,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,119,120,119,120
108,109,108,109,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,108,109,108,109
124,125,124,125,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,124,125,124,125
108,109,108,109,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,108,109,108,109
124,125,124,125,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,124,125,124,125
108,109,108,109,103,104,103,104,103,104,103,104,103,104,103,104,103,104,103,104,103,104,103,104,103,104,103,104,108,109,108,109
124,125,124,125,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,119,120,124,125,124,125
108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109,108,109
124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125,124,125
